cbsa_title,DMA,outbound,inbound,netgain,pct_inbound
"Kahului-Wailuku-Lahaina, HI",NA,74912,70241,-4671,0.4839100810868532
"Kalamazoo-Portage, MI",NA,132633,106470,-26163,0.4452892686415478
"Kalispell, MT",NA,56944,61086,4142,0.5175463865119038
"Kankakee, IL",CHICAGO,47989,37784,-10205,0.44051158289904746
"Kansas City, MO-KS",NA,930150,907836,-22314,0.4939297687795228
"Kapaa, HI",NA,25848,22975,-2873,0.47057739180304364
"Kearney, NE",NA,25269,20517,-4752,0.44810640807233654
"Keene, NH",NA,32333,30924,-1409,0.48886289264429234
"Kendallville, IN",NA,18121,15797,-2324,0.4657409045344655
"Kennett, MO",NA,13813,11912,-1901,0.46305150631681247
"Kennewick-Richland, WA",NA,114817,110941,-3876,0.49141558660158224
"Kerrville, TX",NA,21921,21795,-126,0.49855888004391985
"Ketchikan, AK",NA,6457,5740,-717,0.47060752644092807
"Key West, FL",NA,70205,74589,4384,0.5151387488431841
"Kill Devil Hills, NC",NA,16318,17098,780,0.5116710557816615
"Killeen-Temple, TX",NA,262770,242329,-20441,0.4797653529308116
"Kingsport-Bristol, TN-VA",NA,103216,107745,4529,0.5107342115367295
"Kingston, NY",NEW YORK,62672,62916,244,0.5009714303914387
"Kingsville, TX",NA,12295,9789,-2506,0.4432620902010505
"Kinston, NC",NA,18311,16176,-2135,0.4690463073042016
"Kirksville, MO",NA,14951,11040,-3911,0.42476241775999385
"Klamath Falls, OR",NA,27584,27765,181,0.5016350792245569
"Knoxville, TN",NA,344879,349450,4571,0.5032916672067564
"Kokomo, IN",NA,51092,36956,-14136,0.41972560421588223
"La Crosse-Onalaska, WI-MN",NA,64737,54251,-10486,0.45593673311594446
"La Grande, OR",NA,14091,11027,-3064,0.439007882793216
"Laconia, NH",NA,33743,33282,-461,0.4965609847071988
"Lafayette-West Lafayette, IN",NA,117220,85780,-31440,0.4225615763546798
"Lafayette, LA",NA,152155,147435,-4720,0.49212256750892885
"LaGrange, GA-AL",NA,35381,34998,-383,0.49727901788885887
"Lake Charles, LA",NA,91036,77709,-13327,0.46051142256066846
"Lake City, FL",NA,26288,27595,1307,0.5121281294656942
"Lake Havasu City-Kingman, AZ",NA,119930,141167,21237,0.5406687935901217
"Lakeland-Winter Haven, FL",NA,411271,461903,50632,0.5289930758359731
"Lamesa, TX",NA,3328,2717,-611,0.44946236559139785
"Lancaster, PA",NA,188937,177071,-11866,0.483789971803895
"Lansing-East Lansing, MI",NA,248672,212933,-35739,0.4612883309322906
"Laramie, WY",NA,22998,17910,-5088,0.4378116749779994
"Laredo, TX",NA,45444,45738,294,0.501612160294795
"Las Cruces, NM",NA,69537,71199,1662,0.5059046725784447
"Las Vegas-Henderson-Paradise, NV",NA,1162862,1182999,20137,0.5042920275327482
"Las Vegas, NM",NA,7829,6172,-1657,0.44082565531033496
"Laurel, MS",NA,19617,18298,-1319,0.48260582882764075
"Laurinburg, NC",NA,8447,8408,-39,0.4988430732720261
"Lawrence, KS",NA,61727,54566,-7161,0.46921138847566063
"Lawrenceburg, TN",NA,17094,16904,-190,0.4972057179834108
"Lawton, OK",NA,60554,55252,-5302,0.4771082672745799
"Lebanon, MO",NA,16296,15758,-538,0.4916079116490922
"Lebanon, NH-VT",NA,97538,92300,-5238,0.48620402659109346
"Lebanon, PA",NA,50146,49028,-1118,0.49436344203117755
"Levelland, TX",NA,6649,5037,-1612,0.4310285812082834
"Lewisburg, PA",NA,11919,10864,-1055,0.47684677171575296
"Lewisburg, TN",NA,12311,13032,721,0.5142248352602297
"Lewiston-Auburn, ME",NA,49109,46570,-2539,0.486731675707313
"Lewiston, ID-WA",NA,30142,26165,-3977,0.46468467508480293
"Lewistown, PA",NA,16843,15991,-852,0.4870256441493574
"Lexington-Fayette, KY",NA,241850,226573,-15277,0.483693157680131
"Lexington, NE",NA,11626,9311,-2315,0.4447150976739743
"Liberal, KS",NA,6371,5191,-1180,0.4489707663034077
"Lima, OH",NA,39842,36705,-3137,0.4795093210707147
"Lincoln, IL",NA,9442,8081,-1361,0.4611653255721052
"Lincoln, NE",NA,177060,144268,-32792,0.44897425683413833
"Little Rock-North Little Rock-Conway, AR",NA,327304,315111,-12193,0.4905100285640902
"Lock Haven, PA",NA,12842,11308,-1534,0.46824016563147
"Logan, UT-ID",NA,68580,52415,-16165,0.43319971899665277
"Logansport, IN",NA,17685,13836,-3849,0.4389454649281431
"London, KY",NA,39945,39453,-492,0.49690168518098693
"Longview, TX",NA,102928,100158,-2770,0.49318022906551906
"Longview, WA",NA,46940,45442,-1498,0.4918923599835466
"Los Alamos, NM",NA,7835,7649,-186,0.4939938000516662
"Los Angeles-Long Beach-Anaheim, CA",LOS ANGELES,4406703,4007324,-399379,0.4762670716412011
"Louisville/Jefferson County, KY-IN",NA,561120,522765,-38355,0.48230670227930084
"Lubbock, TX",NA,135309,125154,-10155,0.480505868395895
"Ludington, MI",NA,13600,13143,-457,0.4914557080357477
"Lufkin, TX",NA,29001,28046,-955,0.49162970883657336
"Lumberton, NC",NA,34145,31249,-2896,0.4778572957763709
"Lynchburg, VA",NA,91890,88978,-2912,0.4919499303359356
"Macomb, IL",NA,12502,10703,-1799,0.46123680241327303
"Macon-Bibb County, GA",NA,79964,80134,170,0.5005309248085548
"Madera, CA",FRESNO,37297,39294,1997,0.513036779778303
"Madison, IN",NA,13264,12127,-1137,0.4776101768343114
"Madison, WI",NA,343495,305442,-38053,0.47068051290032775
"Madisonville, KY",NA,18524,17435,-1089,0.48485775466503517
"Magnolia, AR",NA,6870,5993,-877,0.46590997434502063
"Malone, NY",NA,20384,18868,-1516,0.48068888209517985
"Malvern, AR",NA,11098,10615,-483,0.48887763091235664
"Manchester-Nashua, NH",NA,180837,170705,-10132,0.48558920413492557
"Manhattan, KS",NA,91777,66618,-25159,0.42058145774803496
"Manitowoc, WI",NA,29543,26113,-3430,0.46918571223228406
"Mankato, MN",NA,65616,42465,-23151,0.3928997696172315
"Mansfield, OH",NA,47885,44199,-3686,0.479985665262152
"Marietta, OH",NA,20430,18113,-2317,0.46994266144306357
"Marinette, WI-MI",NA,24953,22495,-2458,0.4740979598718597
"Marion, IN",NA,30349,26015,-4334,0.46155347384855583
"Marion, NC",NA,12983,13584,601,0.5113110249557722
"Marion, OH",NA,24006,22670,-1336,0.4856885765704002
"Marquette, MI",NA,34481,28192,-6289,0.4498268791983789
"Marshall, MN",NA,11798,9301,-2497,0.4408265794587421
"Marshall, MO",NA,8758,7970,-788,0.4764466762314682
"Marshalltown, IA",NA,16698,14254,-2444,0.46051951408632724
"Martin, TN",NA,13685,11158,-2527,0.44914060298675684
"Martinsville, VA",NA,21214,19925,-1289,0.4843336007195119
"Maryville, MO",NA,7295,6055,-1240,0.4535580524344569
"Mason City, IA",NA,24998,20799,-4199,0.4541563857894622
"Mayfield, KY",NA,15858,12505,-3353,0.4408913020484434
"Maysville, KY",NA,6436,6186,-250,0.4900966566312787
"McAlester, OK",NA,14937,13155,-1782,0.4682827851345579
"McAllen-Edinburg-Mission, TX",NA,155597,175662,20065,0.5302859695887508
"McComb, MS",NA,13754,11670,-2084,0.4590151038388924
"McMinnville, TN",NA,16084,15847,-237,0.4962888728821521
"McPherson, KS",NA,12619,11368,-1251,0.4739233751615458
"Meadville, PA",NA,32532,28683,-3849,0.46856162705219306
"Medford, OR",NA,111511,107985,-3526,0.49196796296971246
"Memphis, TN-MS-AR",NA,489460,473257,-16203,0.4915847543982292
"Menomonie, WI",NA,18411,15622,-2789,0.45902506390855935
"Merced, CA",FRESNO,81083,74960,-6123,0.48038040796447135
"Meridian, MS",NA,26457,25271,-1186,0.48853618929786574
"Mexico, MO",NA,9476,9013,-463,0.4874790415922981
"Miami-Fort Lauderdale-Pompano Beach, FL",NA,2985763,2926995,-58768,0.49503040712980306
"Miami, OK",NA,12544,10610,-1934,0.45823615789928307
"Michigan City-La Porte, IN",CHICAGO,42951,37118,-5833,0.4635751664189636
"Middlesborough, KY",NA,6634,6213,-421,0.483614851716354
"Midland, MI",NA,36023,32740,-3283,0.4761281503133953
"Midland, TX",NA,75713,63361,-12352,0.45559198699972675
"Milledgeville, GA",NA,13984,13558,-426,0.492266356836831
"Milwaukee-Waukesha, WI",NA,713516,650832,-62684,0.4770278550633709
"Minden, LA",NA,15030,12165,-2865,0.4473248758963045
"Mineral Wells, TX",NA,10961,10815,-146,0.496647685525349
"Minneapolis-St. Paul-Bloomington, MN-WI",NA,1737458,1584367,-153091,0.4769567933289683
"Minot, ND",NA,40359,29976,-10383,0.42618895286841546
"Missoula, MT",NA,66359,60772,-5587,0.4780266024809055
"Mitchell, SD",NA,11528,9207,-2321,0.4440318302387268
"Moberly, MO",NA,10405,9744,-661,0.4835972008536404
"Mobile, AL",NA,147253,139046,-8207,0.4856670823160402
"Modesto, CA",NA,171941,152305,-19636,0.469720520839116
"Monroe, LA",NA,78373,71979,-6394,0.47873656486112587
"Monroe, MI",NA,51204,49220,-1984,0.4901218832151677
"Montgomery, AL",NA,151023,138834,-12189,0.4789741148221364
"Montrose, CO",NA,24216,22698,-1518,0.4838214605448267
"Morehead City, NC",NA,25344,27477,2133,0.5201908331913444
"Morgan City, LA",NA,13879,12407,-1472,0.472000304344518
"Morgantown, WV",NA,54018,42711,-11307,0.441553205346897
"Morristown, TN",NA,49489,51002,1513,0.507528037336677
"Moscow, ID",NA,20402,16797,-3605,0.4515443963547407
"Moses Lake, WA",NA,35991,33903,-2088,0.48506309554468197
"Moultrie, GA",NA,12733,12218,-515,0.4896797723538135
"Mount Airy, NC",NA,19698,19337,-361,0.4953759446650442
"Mount Gay-Shamrock, WV",NA,3232,3442,210,0.5157326940365597
"Mount Pleasant, MI",NA,27682,24623,-3059,0.4707580537233534
"Mount Pleasant, TX",NA,12288,12360,72,0.501460564751704
"Mount Sterling, KY",NA,17921,17529,-392,0.4944710860366714
"Mount Vernon-Anacortes, WA",NA,55517,52119,-3398,0.48421531829499426
"Mount Vernon, IL",NA,12979,10900,-2079,0.45646802629925876
"Mount Vernon, OH",NA,25053,21091,-3962,0.45706917475728154
"Mountain Home, AR",NA,19092,18842,-250,0.496704803079032
"Mountain Home, ID",NA,15860,13922,-1938,0.4674635685984823
"Muncie, IN",NA,51026,42970,-8056,0.4571471126430912
"Murray, KY",NA,18443,15115,-3328,0.4504142082364861
"Muscatine, IA",NA,20321,16264,-4057,0.444553778871122
"Muskegon, MI",NA,72071,65767,-6304,0.4771325759224597
"Muskogee, OK",NA,30659,24764,-5895,0.4468181080057016
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",NA,238868,298173,59305,0.555214592554386
"Nacogdoches, TX",NA,21084,18393,-2691,0.46591686298350937
"Napa, CA",SAN FRANCISCO,49017,45455,-3562,0.4811478533322043
"Naples-Marco Island, FL",NA,340338,380955,40617,0.5281556870786213
"Nashville-Davidson--Murfreesboro--Franklin, TN",NA,914112,907339,-6773,0.49814076799211177
"Natchez, MS-LA",NA,13201,12187,-1014,0.4800299354025524
"Natchitoches, LA",NA,11746,10648,-1098,0.47548450477806553
"New Bern, NC",NA,55295,49829,-5466,0.47400213081694
"New Castle, IN",NA,18126,16635,-1491,0.4785535513938034
"New Castle, PA",NA,27901,26554,-1347,0.4876319897162795
"New Haven-Milford, CT",NA,330035,316458,-13577,0.48949949960788436
"New Orleans-Metairie, LA",NA,413798,382920,-30878,0.48062175073237956
"New Philadelphia-Dover, OH",NA,31567,28740,-2827,0.4765615931815544
"New Ulm, MN",NA,9802,8435,-1367,0.4625212480122827
"New York-Newark-Jersey City, NY-NJ-PA",NEW YORK,6329010,5523740,-805270,0.4660302461454093
"Newberry, SC",NA,9599,10350,751,0.5188229986465487
"Newport, OR",NA,32602,30852,-1750,0.4862104831846692
"Newport, TN",NA,12794,13509,715,0.5135916055202828
"Niles, MI",NA,66773,60601,-6172,0.47577213560067205
"Nogales, AZ",NA,12973,14096,1123,0.5207432856773431
"Norfolk, NE",NA,19870,15446,-4424,0.43736550005663155
"North Platte, NE",NA,16970,13721,-3249,0.4470691733733016
"North Port-Sarasota-Bradenton, FL",NA,634008,725131,91123,0.5335223255310899
"North Vernon, IN",NA,9494,8785,-709,0.4806061600744023
"North Wilkesboro, NC",NA,14271,14629,358,0.5061937716262975
"Norwalk, OH",NA,21795,19663,-2132,0.4742872304500941
"Norwich-New London, CT",NA,122624,118252,-4372,0.49092479117886384
"Oak Harbor, WA",NA,45099,40946,-4153,0.47586727874949153
"Ocala, FL",NA,192776,215061,22285,0.5273209640125834
"Ocean City, NJ",PHILADELPHIA,51013,54249,3236,0.51537116908286
"Odessa, TX",NA,67412,54485,-12927,0.4469757254075162
"Ogden-Clearfield, UT",NA,246410,233378,-13032,0.4864190017257622
"Ogdensburg-Massena, NY",NA,46918,39034,-7884,0.4541371928518243
"Oil City, PA",NA,16166,15350,-816,0.4870541946947582
"Okeechobee, FL",NA,20558,25949,5391,0.5579590169221837
"Oklahoma City, OK",NA,606421,569106,-37315,0.4841283951793536
"Olean, NY",NA,29037,26012,-3025,0.4725244781921561
"Olympia-Lacey-Tumwater, WA",NA,137422,136810,-612,0.4988841564806441
"Omaha-Council Bluffs, NE-IA",NA,436453,396675,-39778,0.4761273177710988
"Oneonta, NY",NA,21249,18771,-2478,0.4690404797601199
"Ontario, OR-ID",NA,23668,21724,-1944,0.47858653507225946
"Opelousas, LA",NA,22342,20829,-1513,0.4824766625744134
"Orangeburg, SC",NA,22486,22248,-238,0.4973398310010283
"Orlando-Kissimmee-Sanford, FL",NA,1522589,1508942,-13647,0.4977491571090647
"Oshkosh-Neenah, WI",NA,76030,68329,-7701,0.473326914151525
"Oskaloosa, IA",NA,8274,7056,-1218,0.4602739726027397
"Othello, WA",NA,4632,4413,-219,0.487893864013267
"Ottawa, IL",CHICAGO,50578,43570,-7008,0.4627820028040957
"Ottawa, KS",NA,10269,9479,-790,0.4799979744784282
"Ottumwa, IA",NA,20457,15580,-4877,0.4323334350806116
"Owatonna, MN",NA,15844,14244,-1600,0.4734113267747939
"Owensboro, KY",NA,48130,44331,-3799,0.4794562031559252
"Oxford, MS",NA,22654,17260,-5394,0.4324297239063988
"Oxnard-Thousand Oaks-Ventura, CA",LOS ANGELES,261716,260143,-1573,0.49849288792566576
"Ozark, AL",NA,23242,20051,-3191,0.4631464670962973
"Paducah, KY-IL",NA,42156,38445,-3711,0.4769791938065285
"Pahrump, NV",NA,24751,27969,3218,0.530519726858877
"Palatka, FL",NA,32554,33876,1322,0.5099503236489538
"Palestine, TX",NA,14478,14448,-30,0.4994814353868492
"Palm Bay-Melbourne-Titusville, FL",NA,345496,372975,27479,0.5191232492334416
"Pampa, TX",NA,6934,6320,-614,0.4768371812283084
"Panama City, FL",NA,100162,108872,8710,0.5208339313221773
"Paragould, AR",NA,19962,18618,-1344,0.48258164852255053
"Paris, TN",NA,13551,12984,-567,0.4893159977388355
"Paris, TX",NA,19540,18694,-846,0.48893654862164565
"Parkersburg-Vienna, WV",NA,29055,27639,-1416,0.4875119060218012
"Parsons, KS",NA,9425,7541,-1884,0.44447718967346456
"Payson, AZ",NA,24366,23222,-1144,0.48798016306631925
"Pearsall, TX",NA,3456,3565,109,0.5077624270047002
"Pecos, TX",NA,2618,2541,-77,0.4925373134328358
"Pella, IA",NA,12757,11881,-876,0.48222258300186704
"Pensacola-Ferry Pass-Brent, FL",NA,222763,236516,13753,0.5149723806226716
"Peoria, IL",NA,171113,145912,-25201,0.4602539231921773
"Peru, IN",NA,15302,12335,-2967,0.4463219596917176
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PHILADELPHIA,2028713,1920847,-107866,0.48634455483648814
"Phoenix-Mesa-Chandler, AZ",NA,2569474,2713502,144028,0.5136313320370942
"Picayune, MS",NA,18968,18499,-469,0.4937411588864868
"Pierre, SD",NA,8719,8208,-511,0.48490577184379985
"Pine Bluff, AR",NA,26138,23379,-2759,0.4721408809095866
"Pinehurst-Southern Pines, NC",RALEIGH,36746,41452,4706,0.5300902836389677
"Pittsburg, KS",NA,20970,16544,-4426,0.44100869008903343
"Pittsburgh, PA",NA,813823,744575,-69248,0.4777823123489635
"Pittsfield, MA",NA,55717,55143,-574,0.49741114919718565
"Plainview, TX",NA,8725,7572,-1153,0.4646253911762901
"Platteville, WI",NA,18792,16373,-2419,0.46560500497653917
"Plattsburgh, NY",NA,36632,31168,-5464,0.45970501474926256
"Plymouth, IN",NA,17147,15596,-1551,0.4763155483614818
"Pocatello, ID",NA,43787,36903,-6884,0.4573429173379601
"Point Pleasant, WV-OH",NA,14933,13689,-1244,0.4782684648172734
"Ponca City, OK",NA,21261,17752,-3509,0.4550278112424064
"Pontiac, IL",NA,11902,10239,-1663,0.46244523734248677
"Poplar Bluff, MO",NA,28171,25941,-2230,0.47939458900059134
"Port Angeles, WA",NA,35355,35212,-143,0.49898677852253887
"Port Lavaca, TX",HOUSTON,5916,4748,-1168,0.4452363090772693
"Port St. Lucie, FL",NA,281304,315960,34656,0.5290122960700796
"Portales, NM",NA,7263,6572,-691,0.475027105168052
"Portland-South Portland, ME",NA,266249,271702,5453,0.5050683054776365
"Portland-Vancouver-Hillsboro, OR-WA",NA,1265434,1201642,-63792,0.4870713346487907
"Portsmouth, OH",NA,24653,23091,-1562,0.4836419235924933
"Pottsville, PA",NA,49703,47666,-2037,0.4895397919255615
"Poughkeepsie-Newburgh-Middletown, NY",NEW YORK,212132,209981,-2151,0.49745210405744433
"Prescott Valley-Prescott, AZ",NA,129590,139185,9595,0.5178495023718724
"Price, UT",NA,6995,6958,-37,0.4986741202608758
"Prineville, OR",NA,14037,13857,-180,0.49677349967734996
"Providence-Warwick, RI-MA",NA,619768,609479,-10289,0.49581491758775903
"Provo-Orem, UT",NA,214642,211662,-2980,0.49650484161537306
"Pueblo, CO",NA,73524,70638,-2886,0.4899904274358014
"Pullman, WA",NA,24023,17804,-6219,0.4256580677552777
"Punta Gorda, FL",NA,165047,190926,25879,0.5363496669691241
"Quincy, IL-MO",NA,26931,23162,-3769,0.46237997324975544
"Racine, WI",NA,78925,74279,-4646,0.4848372105166967
"Raleigh-Cary, NC",RALEIGH,600288,639536,39248,0.5158280530139762
"Rapid City, SD",NA,74897,75095,198,0.5006600352018774
"Raymondville, TX",NA,2431,2720,289,0.528052805280528
"Reading, PA",PHILADELPHIA,146814,139556,-7258,0.4873275831965639
"Red Bluff, CA",NA,28548,26488,-2060,0.4812849771058943
"Red Wing, MN",NA,18354,16905,-1449,0.4794520547945205
"Redding, CA",NA,81076,72261,-8815,0.47125612213620977
"Reno, NV",NA,239544,235823,-3721,0.49608618183424597
"Rexburg, ID",NA,30551,22723,-7828,0.4265307654765927
"Richmond-Berea, KY",NA,46531,45721,-810,0.4956098512769371
"Richmond, IN",NA,34311,25737,-8574,0.42860711430855314
"Richmond, VA",NA,520776,521315,539,0.5002586146507358
"Rio Grande City-Roma, TX",NA,7025,4776,-2249,0.4047114651300737
"Riverside-San Bernardino-Ontario, CA",LOS ANGELES,1535294,1563158,27864,0.5044964388668922
"Riverton, WY",NA,13739,12990,-749,0.4859890007108384
"Roanoke Rapids, NC",RALEIGH,17336,16619,-717,0.4894419084081873
"Roanoke, VA",NA,121703,119926,-1777,0.49632287515157536
"Rochelle, IL",NA,17178,15960,-1218,0.4816223067173637
"Rochester, MN",NA,98716,91267,-7449,0.48039561434444134
"Rochester, NY",NA,466219,432595,-33624,0.48129535142977303
"Rock Springs, WY",NA,19224,17171,-2053,0.47179557631542796
"Rockford, IL",NA,145180,130745,-14435,0.47384252967291834
"Rockingham, NC",NA,12477,11276,-1201,0.47471898286532227
"Rockport, TX",NA,10859,15401,4542,0.5864813404417365
"Rocky Mount, NC",RALEIGH,42834,43865,1031,0.5059458586604229
"Rolla, MO",NA,21045,19676,-1369,0.4831904913926475
"Rome, GA",NA,38429,32792,-5637,0.4604259979500428
"Roseburg, OR",NA,48248,47379,-869,0.4954563041818733
"Roswell, NM",NA,21969,19132,-2837,0.4654874577260894
"Ruidoso, NM",NA,10927,9660,-1267,0.46922815368922133
"Russellville, AR",NA,35214,30886,-4328,0.46726172465960664
"Ruston, LA",NA,17648,14323,-3325,0.447999749773232
"Rutland, VT",NA,24796,23252,-1544,0.48393273393273395
"Sacramento-Roseville-Folsom, CA",NA,947407,912342,-35065,0.49057265254612314
"Safford, AZ",NA,14072,10540,-3532,0.4282463838777832
"Saginaw, MI",NA,77813,69412,-8401,0.47146884021056207
"Salem, OH",NA,35619,33385,-2234,0.4838125326068054
"Salem, OR",NA,213526,175761,-37765,0.45149465561398144
"Salina, KS",NA,30031,24478,-5553,0.4490634574107028
"Salinas, CA",NA,118710,106814,-11896,0.4736258668700449
"Salisbury, MD-DE",NA,170284,184245,13961,0.5196895035384975
"Salt Lake City, UT",NA,551786,492309,-59477,0.47151743854725864
"San Angelo, TX",NA,48949,43407,-5542,0.4699965351466066
"San Antonio-New Braunfels, TX",NA,1042863,1057961,15098,0.5035933519419047
"San Diego-Chula Vista-Carlsbad, CA",NA,1463213,1377419,-85794,0.48489878308770723
"San Francisco-Oakland-Berkeley, CA",SAN FRANCISCO,1929888,1679264,-250624,0.4652793786462859
"San Jose-Sunnyvale-Santa Clara, CA",SAN FRANCISCO,845750,752124,-93626,0.47070294654021533
"San Luis Obispo-Paso Robles, CA",NA,110483,109084,-1399,0.4968141842808801
"Sandpoint, ID",NA,24473,25895,1422,0.5141161054637865
"Sandusky, OH",NA,36439,31554,-4885,0.46407718441604284
"Sanford, NC",RALEIGH,23691,35227,11536,0.5978987745680437
"Santa Cruz-Watsonville, CA",NA,96866,85529,-11337,0.4689218454453247
"Santa Fe, NM",NA,59090,63392,4302,0.5175617641775935
"Santa Maria-Santa Barbara, CA",NA,141655,132556,-9099,0.4834087618658624
"Santa Rosa-Petaluma, CA",SAN FRANCISCO,185702,180039,-5663,0.4922581827030604
"Sault Ste. Marie, MI",NA,14716,12997,-1719,0.4689856745931512
"Savannah, GA",NA,198886,191810,-7076,0.49094436595204455
"Sayre, PA",NA,22970,20877,-2093,0.47613291673318586
"Scottsbluff, NE",NA,16398,14119,-2279,0.4626601566340073
"Scottsboro, AL",NA,16704,16231,-473,0.49281918931228175
"Scottsburg, IN",NA,13386,12099,-1287,0.47474985285462035
"Scranton--Wilkes-Barre, PA",NA,204503,191516,-12987,0.4836030594491678
"Searcy, AR",NA,31677,30555,-1122,0.49098534516004627
"Seattle-Tacoma-Bellevue, WA",NA,2087933,1954249,-133684,0.4834638816362054
"Sebastian-Vero Beach, FL",NA,108803,120429,11626,0.5253585886787185
"Sebring-Avon Park, FL",NA,81564,87053,5489,0.5162765320222753
"Sedalia, MO",NA,20468,17506,-2962,0.4609996313266972
"Selinsgrove, PA",NA,9516,8824,-692,0.48113413304253
"Selma, AL",NA,8449,7527,-922,0.4711442163244867
"Seneca Falls, NY",NA,13118,11574,-1544,0.46873481289486474
"Seneca, SC",NA,28323,29779,1456,0.5125296891673264
"Sevierville, TN",NA,40758,40864,106,0.5006493347381833
"Seymour, IN",NA,20049,17864,-2185,0.47118402658718644
"Shawano, WI",NA,13463,12234,-1229,0.4760867027279449
"Shawnee, OK",NA,26292,25312,-980,0.4905046120455779
"Sheboygan, WI",NA,49382,41570,-7812,0.45705427038437857
"Shelby, NC",NA,30150,30025,-125,0.4989613626921479
"Shelbyville, TN",NA,18059,17351,-708,0.4900028240609997
"Shelton, WA",NA,29367,28018,-1349,0.4882460573320554
"Sheridan, WY",NA,14852,14384,-468,0.49199616910658095
"Sherman-Denison, TX",NA,55569,61263,5694,0.5243683237469187
"Show Low, AZ",NA,43836,48660,4824,0.5260768033212248
"Shreveport-Bossier City, LA",NA,157377,147442,-9935,0.4837034436829725
"Sidney, OH",NA,16408,13921,-2487,0.4589996373108246
"Sierra Vista-Douglas, AZ",NA,66322,62881,-3441,0.4866837457334582
"Sikeston, MO",NA,19094,16180,-2914,0.4586947893632704
"Silver City, NM",NA,9563,8434,-1129,0.46863366116574984
"Sioux City, IA-NE-SD",NA,63370,54091,-9279,0.4605017835707171
"Sioux Falls, SD",NA,143967,131109,-12858,0.47662827727609824
"Snyder, TX",NA,5458,4359,-1099,0.4440256697565448
"Somerset, KY",NA,26257,26542,285,0.5026989147521733
"Somerset, PA",NA,18956,17706,-1250,0.4829523757569145
"Sonora, CA",NA,21571,20077,-1494,0.48206396465616597
"South Bend-Mishawaka, IN-MI",NA,149629,122319,-27310,0.4497881948019474
"Spartanburg, SC",NA,114362,119635,5273,0.5112672384688692
"Spearfish, SD",NA,14981,13356,-1625,0.47132724000423476
"Spencer, IA",NA,7072,6273,-799,0.47006369426751593
"Spirit Lake, IA",NA,11364,9856,-1508,0.4644674835061263
"Spokane-Spokane Valley, WA",NA,281175,272513,-8662,0.49217790524627586
"Springfield, IL",NA,94506,85851,-8655,0.4760059215888488
"Springfield, MA",NA,273425,250829,-22596,0.478449377591778
"Springfield, MO",NA,246055,217981,-28074,0.4697501917954641
"Springfield, OH",NA,45192,42875,-2317,0.4868452428264844
"St. Cloud, MN",NA,86643,77069,-9574,0.47075962666145427
"St. George, UT",NA,81982,91708,9726,0.5279981576371696
"St. Joseph, MO-KS",NA,45285,38637,-6648,0.4603917923786373
"St. Louis, MO-IL",NA,1060196,1002445,-57751,0.4860007146178128
"St. Marys, GA",NA,32057,27571,-4486,0.4623834440195881
"St. Marys, PA",NA,9161,8124,-1037,0.47000289268151574
"Starkville, MS",NA,24481,17678,-6803,0.4193173462368652
"State College, PA",NA,51488,43219,-8269,0.45634430401131915
"Statesboro, GA",NA,25931,24454,-1477,0.4853428599781681
"Staunton, VA",NA,44779,42764,-2015,0.4884913699553362
"Steamboat Springs, CO",NA,13918,12558,-1360,0.47431636198821575
"Stephenville, TX",NA,17610,16919,-691,0.48999391815575316
"Sterling, CO",NA,8084,6984,-1100,0.46349880541544997
"Sterling, IL",NA,24795,20464,-4331,0.45215316290682517
"Stevens Point, WI",NA,29093,24068,-5025,0.4527379093696507
"Stillwater, OK",NA,41123,33215,-7908,0.44681051413812584
"Stockton, CA",NA,229102,232884,3782,0.5040931976293654
"Storm Lake, IA",NA,8848,6700,-2148,0.4309235914587085
"Sturgis, MI",NA,24248,22154,-2094,0.47743631740011205
"Sulphur Springs, TX",NA,11720,12198,478,0.5099924742871478
"Summerville, GA",NA,8601,8795,194,0.50557599448149
"Sumter, SC",NA,45830,45057,-773,0.4957474666343922
"Sunbury, PA",NA,31523,29145,-2378,0.4804015296367113
"Susanville, CA",NA,9337,8428,-909,0.4744159864902899
"Sweetwater, TX",NA,5847,5466,-381,0.48316096526120395
"Syracuse, NY",NA,293125,262380,-30745,0.4723269817553397
"Tahlequah, OK",NA,14907,14868,-39,0.4993450881612091
"Talladega-Sylacauga, AL",NA,24231,23850,-381,0.49603793598302864
"Tallahassee, FL",NA,146878,143461,-3417,0.49411549946786343
"Tampa-St. Petersburg-Clearwater, FL",NA,1918444,1980102,61658,0.5079078199923767
"Taos, NM",NA,8832,9252,420,0.5116124751161247
"Taylorville, IL",NA,14815,11208,-3607,0.4306959228374899
"Terre Haute, IN",NA,74107,68537,-5570,0.4804758699980371
"Texarkana, TX-AR",NA,62954,54791,-8163,0.4653361076903478
"The Dalles, OR",NA,11405,10155,-1250,0.4710111317254174
"The Villages, FL",NA,98734,129729,30995,0.567833741130949
"Thomaston, GA",NA,9622,9024,-598,0.48396438914512496
"Thomasville, GA",NA,16328,15751,-577,0.49100657751176785
"Tiffin, OH",NA,21141,19119,-2022,0.4748882265275708
"Tifton, GA",NA,13548,13069,-479,0.4910019912086261
"Toccoa, GA",NA,12054,11248,-806,0.4827053471804995
"Toledo, OH",NA,268810,244145,-24665,0.47595793003284886
"Topeka, KS",NA,101635,90494,-11141,0.4710064592018904
