city,state,outbound,inbound,netgain,pct_inbound
CHIDESTER,AR,105,112,7,0.5161290322580645
CHIEFLAND,FL,4095,4665,570,0.5325342465753424
CHILCOOT,CA,0,28,28,1
CHILDERSBURG,AL,2885,2659,-226,0.4796176046176046
CHILDRESS,TX,1969,1978,9,0.5011401064099316
CHILHOWEE,MO,61,107,46,0.6369047619047619
CHILHOWIE,VA,2317,1986,-331,0.46153846153846156
CHILI,WI,100,51,-49,0.33774834437086093
CHILLICOTHE,IL,4508,3729,-779,0.4527133665169358
CHILLICOTHE,MO,5997,5510,-487,0.4788389675849483
CHILLICOTHE,OH,21453,19144,-2309,0.47156193807424196
CHILLICOTHE,TX,12,11,-1,0.4782608695652174
CHILLUM,MD,850,659,-191,0.4367130550033135
CHILMARK,MA,857,1475,618,0.6325042881646655
CHILOQUIN,OR,1850,1830,-20,0.49728260869565216
CHILTON,TX,195,76,-119,0.28044280442804426
CHILTON,WI,2676,2526,-150,0.4855824682814302
CHIMACUM,WA,972,996,24,0.5060975609756098
CHIMAYO,NM,12,64,52,0.8421052631578947
CHINA,ME,323,280,-43,0.46434494195688225
CHINA,MI,651,596,-55,0.47794707297514033
CHINA,TX,111,66,-45,0.3728813559322034
CHINA GROVE,NC,3580,4032,452,0.5296899632159747
CHINA GROVE,TX,180,197,17,0.5225464190981433
CHINA SPRING,TX,1635,1940,305,0.5426573426573427
CHINA VILLAGE,ME,51,50,-1,0.49504950495049505
CHINCOTEAGUE,VA,21,41,20,0.6612903225806451
CHINCOTEAGUE ISLAND,VA,1876,1926,50,0.5065754865860074
CHINESE CAMP,CA,11,0,-11,0
CHINLE,AZ,835,1000,165,0.5449591280653951
CHINO,CA,26426,28536,2110,0.5191950802372548
CHINO HILLS,CA,26677,25088,-1589,0.4846517917511832
CHINO VALLEY,AZ,8096,9516,1420,0.5403134226663638
CHINOOK,MT,583,414,-169,0.4152457372116349
CHINOOK,WA,85,73,-12,0.4620253164556962
CHINQUAPIN,NC,272,376,104,0.5802469135802469
CHIPLEY,FL,5542,5958,416,0.5180869565217391
CHIPPEWA BAY,NY,70,113,43,0.6174863387978142
CHIPPEWA FALLS,WI,15094,13767,-1327,0.47701049859672223
CHIPPEWA LAKE,MI,57,52,-5,0.47706422018348627
CHIPPEWA LAKE,OH,676,878,202,0.564993564993565
CHIRENO,TX,81,107,26,0.5691489361702128
CHIRIACO SUMMIT,CA,465,466,1,0.5005370569280344
CHISAGO CITY,MN,2716,2793,77,0.5069885641677255
CHISHOLM,MN,2598,2187,-411,0.4570532915360502
CHITTENANGO,NY,3117,3060,-57,0.4953861097620204
CHITTENDEN,VT,57,66,9,0.5365853658536586
CHIVINGTON,CO,11,0,-11,0
CHLOE,WV,120,68,-52,0.3617021276595745
CHLORIDE,AZ,59,115,56,0.6609195402298851
CHOCORUA,NH,115,72,-43,0.3850267379679144
CHOCOWINITY,NC,2285,2550,265,0.5274043433298863
CHOCTAW,OK,7274,7832,558,0.518469482324904
CHOKIO,MN,75,11,-64,0.12790697674418605
CHOKOLOSKEE,FL,533,500,-33,0.484027105517909
CHOTEAU,MT,896,893,-3,0.4991615427613192
CHOUDRANT,LA,1260,1231,-29,0.4941790445604175
CHOUTEAU,OK,1826,1643,-183,0.4736235226289997
CHOWCHILLA,CA,6122,5634,-488,0.4792446410343654
CHRISMAN,IL,640,572,-68,0.47194719471947194
CHRISNEY,IN,186,125,-61,0.40192926045016075
CHRISTIANA,DE,449,389,-60,0.46420047732696895
CHRISTIANA,PA,1024,841,-183,0.4509383378016086
CHRISTIANA,TN,2399,3422,1023,0.5878714997423123
CHRISTIANSBRG,VA,323,329,6,0.504601226993865
CHRISTIANSBURG,VA,14060,13656,-404,0.4927117910232357
CHRISTMAS,FL,998,1393,395,0.5826014219991635
CHRISTMAS,MI,122,112,-10,0.47863247863247865
CHRISTMAS VALLEY,OR,319,290,-29,0.47619047619047616
CHRISTOPHER,IL,1687,1305,-382,0.43616310160427807
CHRISTOVAL,TX,381,494,113,0.5645714285714286
CHROMO,CO,0,16,16,1
CHUALAR,CA,34,25,-9,0.423728813559322
CHUBBUCK,ID,1533,1597,64,0.5102236421725239
CHUCKEY,TN,2369,3047,678,0.5625923190546529
CHUGIAK,AK,2852,2726,-126,0.4887056292577985
CHUGWATER,WY,38,13,-25,0.2549019607843137
CHULA,GA,103,135,32,0.5672268907563025
CHULA VISTA,CA,97478,93216,-4262,0.48882502857981897
CHULUOTA,FL,2301,2526,225,0.5233064014916097
CHUNCHULA,AL,1248,1321,73,0.514207862981705
CHUNKY,MS,48,50,2,0.5102040816326531
CHURCH CREEK,MD,11,0,-11,0
CHURCH HILL,MD,631,629,-2,0.4992063492063492
CHURCH HILL,TN,5055,5173,118,0.5057684786859601
CHURCH POINT,LA,3145,3369,224,0.5171937365673933
CHURCH ROAD,VA,262,276,14,0.5130111524163569
CHURCH ROCK,NM,146,60,-86,0.2912621359223301
CHURCHTON,MD,884,863,-21,0.4939896966227819
CHURCHVILLE,MD,732,818,86,0.5277419354838709
CHURCHVILLE,NY,2594,2610,16,0.5015372790161414
CHURCHVILLE,PA,516,484,-32,0.484
CHURCHVILLE,VA,917,863,-54,0.4848314606741573
CHURDAN,IA,96,73,-23,0.4319526627218935
CHURUBUSCO,IN,2276,2304,28,0.503056768558952
CHURUBUSCO,NY,0,13,13,1
CIBECUE,AZ,11,0,-11,0
CIBOLO,TX,12006,13915,1909,0.5368234250221828
CICERO,IL,15648,12414,-3234,0.442377592473808
CICERO,IN,2659,2832,173,0.5157530504461847
CICERO,NY,5976,5882,-94,0.4960364311013662
CIMARRON,CO,155,180,25,0.5373134328358209
CIMARRON,KS,727,703,-24,0.4916083916083916
CIMARRON,NM,36,139,103,0.7942857142857143
CINCINNATI,IA,27,12,-15,0.3076923076923077
CINCINNATI,OH,306635,283464,-23171,0.48036685369743043
CINCINNATUS,NY,910,875,-35,0.49019607843137253
CINEBAR,WA,33,35,2,0.5147058823529411
CINNAMINSON,NJ,4005,4425,420,0.5249110320284698
CIRCLE,MT,141,44,-97,0.23783783783783785
CIRCLE PINES,MN,7755,7646,-109,0.49646126874878255
CIRCLEVILLE,KS,12,0,-12,0
CIRCLEVILLE,NY,90,162,72,0.6428571428571429
CIRCLEVILLE,OH,9632,9288,-344,0.4909090909090909
CISCO,IL,12,0,-12,0
CISCO,TX,2318,2384,66,0.5070182900893236
CISNE,IL,462,326,-136,0.4137055837563452
CISSNA PARK,IL,294,307,13,0.5108153078202995
CITRA,FL,2822,3627,805,0.5624127771747558
CITRONELLE,AL,2179,2064,-115,0.4864482677350931
CITRUS HEIGHTS,CA,40732,36425,-4307,0.4720893762069546
CITRUS HILLS,FL,388,193,-195,0.33218588640275387
CITRUS HTS,CA,1227,1014,-213,0.4524765729585007
CITRUS SPGS,FL,76,112,36,0.5957446808510638
CITRUS SPRINGS,FL,4912,6182,1270,0.5572381467459888
CITY CENTER,NV,25,17,-8,0.40476190476190477
CITY INDUSTRY,CA,940,1003,63,0.5162120432321153
CITY OF INDUSTRY,CA,3017,3019,2,0.5001656726308814
CITY OF SPOKANE VALLEY,WA,1917,2061,144,0.5180995475113123
CITY OF SUNRISE,FL,2629,2163,-466,0.45137729549248745
CKENZIE BRIDGE,OR,58,60,2,0.5084745762711864
CLACKAMAS,OR,11643,11691,48,0.5010285420416559
CLAFLIN,KS,64,42,-22,0.39622641509433965
CLAIRTON,PA,6106,5095,-1011,0.45487010088384966
CLALLAM BAY,WA,80,35,-45,0.30434782608695654
CLAM GULCH,AK,28,69,41,0.711340206185567
CLANCY,MT,1404,1750,346,0.5548509828788839
CLANTON,AL,6513,6784,271,0.5101902684816124
CLARA CITY,MN,627,518,-109,0.4524017467248908
CLARCONA,FL,1327,604,-723,0.3127912998446401
CLARE,MI,4276,3548,-728,0.4534764826175869
CLAREMONT,CA,10791,11527,736,0.5164889327000627
CLAREMONT,IL,11,0,-11,0
CLAREMONT,MN,244,175,-69,0.41766109785202865
CLAREMONT,NC,2717,2881,164,0.5146480886030725
CLAREMONT,NH,8177,6933,-1244,0.4588352084712111
CLAREMORE,OK,16296,17737,1441,0.521170628507625
CLARENCE,IA,433,425,-8,0.49533799533799533
CLARENCE,IL,92,51,-41,0.35664335664335667
CLARENCE,MO,560,273,-287,0.3277310924369748
CLARENCE,NY,3376,3609,233,0.5166785969935577
CLARENCE,PA,11,0,-11,0
CLARENCE CENTER,NY,2374,2635,261,0.5260531044120583
CLARENCE CTR,NY,29,71,42,0.71
CLARENDON,AR,771,750,-21,0.4930966469428008
CLARENDON,NC,147,298,151,0.6696629213483146
CLARENDON,PA,718,577,-141,0.44555984555984557
CLARENDON,TX,461,528,67,0.5338725985844287
CLARENDON HILLS,IL,3121,3188,67,0.5053098747820574
CLARIDGE,PA,12,97,85,0.8899082568807339
CLARINDA,IA,3116,2793,-323,0.47266881028938906
CLARINGTON,OH,171,145,-26,0.4588607594936709
CLARINGTON,PA,25,11,-14,0.3055555555555556
CLARION,IA,1576,1313,-263,0.45448251990308064
CLARION,PA,3971,3760,-211,0.48635364118484026
CLARISSA,MN,320,246,-74,0.43462897526501765
CLARK,CO,320,405,85,0.5586206896551724
CLARK,MO,339,365,26,0.5184659090909091
CLARK,NJ,3526,3607,81,0.5056778354128698
CLARK,SD,621,572,-49,0.47946353730092206
CLARK FORK,ID,1132,1034,-98,0.4773776546629732
CLARK MILLS,NY,437,243,-194,0.3573529411764706
CLARKDALE,AZ,2218,2612,394,0.5407867494824017
CLARKDALE,GA,12,121,109,0.9097744360902256
CLARKESVILLE,GA,4358,5042,684,0.5363829787234042
CLARKFIELD,MN,338,222,-116,0.3964285714285714
CLARKLAKE,MI,1001,965,-36,0.4908443540183113
CLARKRANGE,TN,906,1013,107,0.5278791036998437
CLARKRIDGE,AR,40,0,-40,0
CLARKS,LA,12,0,-12,0
CLARKS,NE,38,69,31,0.6448598130841121
CLARKS GROVE,MN,177,216,39,0.549618320610687
CLARKS HILL,IN,160,176,16,0.5238095238095238
CLARKS HILL,SC,50,93,43,0.6503496503496503
CLARKS MILLS,PA,12,11,-1,0.4782608695652174
CLARKS SUMMIT,PA,3462,4048,586,0.5390146471371504
CLARKSBORO,NJ,736,1151,415,0.6099629040805511
CLARKSBURG,CA,38,34,-4,0.4722222222222222
CLARKSBURG,MA,154,116,-38,0.42962962962962964
CLARKSBURG,MD,7694,10684,2990,0.581347263031886
CLARKSBURG,MO,79,24,-55,0.23300970873786409
CLARKSBURG,NJ,45,41,-4,0.47674418604651164
CLARKSBURG,OH,389,245,-144,0.3864353312302839
CLARKSBURG,PA,61,11,-50,0.1527777777777778
CLARKSBURG,WV,10122,8453,-1669,0.4550740242261104
CLARKSDALE,MO,0,11,11,1
CLARKSDALE,MS,6115,5390,-725,0.46849196001738375
CLARKSON,KY,1788,1939,151,0.5202575798229139
CLARKSON,NE,45,22,-23,0.3283582089552239
CLARKSON,NY,0,12,12,1
CLARKSTON,GA,17738,11265,-6473,0.38840809571423646
CLARKSTON,MI,16016,16045,29,0.5004522628738967
CLARKSTON,UT,14,0,-14,0
CLARKSTON,WA,10438,8901,-1537,0.4602616474481617
CLARKSVILLE,AR,6870,6690,-180,0.49336283185840707
CLARKSVILLE,FL,105,137,32,0.5661157024793388
CLARKSVILLE,IA,690,546,-144,0.441747572815534
CLARKSVILLE,IN,11790,10527,-1263,0.47170318591208493
CLARKSVILLE,MD,2432,3440,1008,0.5858310626702997
CLARKSVILLE,MI,460,531,71,0.5358224016145308
CLARKSVILLE,MO,303,161,-142,0.34698275862068967
CLARKSVILLE,NH,40,59,19,0.5959595959595959
CLARKSVILLE,OH,1096,1277,181,0.5381373788453434
CLARKSVILLE,PA,470,530,60,0.53
CLARKSVILLE,TN,115580,109578,-6002,0.4866715817337159
CLARKSVILLE,TX,1663,1798,135,0.5195030338052586
CLARKSVILLE,VA,1511,1667,156,0.5245437382001259
CLARKTON,MO,535,455,-80,0.4595959595959596
CLARKTON,NC,1257,1048,-209,0.4546637744034707
CLARYVILLE,NY,23,46,23,0.6666666666666666
CLATONIA,NE,16,0,-16,0
CLATSKANIE,OR,2112,2316,204,0.5230352303523035
CLAUDE,TX,206,338,132,0.6213235294117647
CLAUDVILLE,VA,35,58,23,0.6236559139784946
CLAVERACK,NY,315,311,-4,0.4968051118210863
CLAWSON,MI,4933,3941,-992,0.4441063781834573
CLAXTON,GA,2829,2875,46,0.5040322580645161
CLAY,KY,836,738,-98,0.46886912325285895
CLAY,MI,2620,2398,-222,0.47787963332004785
CLAY,NY,3435,3364,-71,0.4947786439182233
CLAY,WV,439,296,-143,0.40272108843537413
CLAY CENTER,KS,2380,2084,-296,0.4668458781362007
CLAY CENTER,NE,178,90,-88,0.3358208955223881
CLAY CITY,IL,607,355,-252,0.369022869022869
CLAY CITY,IN,691,742,51,0.5177948360083741
CLAY CITY,KY,2571,2629,58,0.505576923076923
CLAY HILL,FL,0,12,12,1
CLAY SPRINGS,AZ,12,32,20,0.7272727272727273
CLAYHOLE,KY,15,0,-15,0
CLAYMONT,DE,6843,7895,1052,0.5356900529244131
CLAYPOOL,AZ,569,394,-175,0.4091381100726895
CLAYPOOL,IN,1104,1008,-96,0.4772727272727273
CLAYSBURG,PA,1475,1312,-163,0.4707570864729099
CLAYSVILLE,PA,1409,1166,-243,0.45281553398058255
CLAYTON,AL,707,770,63,0.5213270142180095
CLAYTON,CA,3099,3556,457,0.5343350864012021
CLAYTON,DE,2427,3026,599,0.5549238951036127
CLAYTON,GA,3842,3929,87,0.5055977351692189
CLAYTON,ID,11,13,2,0.5416666666666666
CLAYTON,IL,129,125,-4,0.4921259842519685
CLAYTON,IN,1505,1595,90,0.5145161290322581
CLAYTON,LA,117,62,-55,0.3463687150837989
CLAYTON,MI,411,352,-59,0.4613368283093054
CLAYTON,MO,1435,1407,-28,0.49507389162561577
CLAYTON,NC,29115,37243,8128,0.5612435576720215
CLAYTON,NJ,2355,2532,177,0.518109269490485
CLAYTON,NM,1139,1114,-25,0.4944518419884598
CLAYTON,NY,3530,3307,-223,0.4836916776363902
CLAYTON,OH,1165,1153,-12,0.497411561691113
CLAYTON,OK,773,456,-317,0.371033360455655
CLAYTON,WA,498,587,89,0.5410138248847927
CLAYTON,WI,768,712,-56,0.4810810810810811
CLAYVILLE,NY,207,241,34,0.5379464285714286
CLE ELUM,WA,3916,4168,252,0.5155863433943593
CLEAR BROOK,VA,613,727,114,0.5425373134328358
CLEAR LAKE,IA,5662,4838,-824,0.46076190476190476
CLEAR LAKE,MN,2648,2433,-215,0.4788427474906514
CLEAR LAKE,SD,673,573,-100,0.45987158908507225
CLEAR LAKE,WI,1081,1058,-23,0.4946236559139785
CLEAR LAKE SHORES,TX,169,175,6,0.5087209302325582
CLEAR LK SHRS,TX,105,121,16,0.5353982300884956
CLEAR SPRING,MD,1265,1370,105,0.5199240986717267
CLEARBROOK,MN,358,383,25,0.5168690958164642
CLEARFIELD,IA,34,24,-10,0.41379310344827586
CLEARFIELD,KY,1633,1516,-117,0.48142267386471893
CLEARFIELD,PA,5274,4987,-287,0.486015008283793
CLEARFIELD,UT,23298,22188,-1110,0.4877984434771138
CLEARLAKE,CA,5755,4985,-770,0.46415270018621974
CLEARLAKE,WA,246,164,-82,0.4
CLEARLAKE OAKS,CA,1578,1587,9,0.5014218009478673
CLEARLAKE OKS,CA,71,83,12,0.538961038961039
CLEARLAKE PARK,CA,130,0,-130,0
CLEARVILLE,PA,298,182,-116,0.37916666666666665
CLEARWATER,FL,117286,117044,-242,0.49948363419109804
CLEARWATER,ID,161,125,-36,0.4370629370629371
CLEARWATER,KS,1776,1720,-56,0.4919908466819222
CLEARWATER,MN,1996,1810,-186,0.47556489753021547
CLEARWATER,NE,38,28,-10,0.42424242424242425
CLEARWATER,SC,94,84,-10,0.47191011235955055
CLEARWATER BEACH,FL,6235,7019,784,0.529575977063528
CLEBURNE,TX,16449,17319,870,0.5128820184790334
CLEMENTON,NJ,11201,10242,-959,0.4776383901506319
CLEMENTS,CA,117,120,3,0.5063291139240507
CLEMENTS,MD,36,49,13,0.5764705882352941
CLEMMONS,NC,9351,11228,1877,0.5456047426988678
CLEMSON,SC,7116,4761,-2355,0.4008588027279616
CLENDENIN,WV,1167,1187,20,0.5042480883602379
CLEO SPRINGS,OK,12,12,0,0.5
CLERMONT,FL,52935,60950,8015,0.5351890064538789
CLERMONT,GA,1294,1616,322,0.5553264604810997
CLERMONT,IA,186,115,-71,0.38205980066445183
CLERMONT,IN,410,467,57,0.5324971493728621
CLEVE,OH,91,65,-26,0.4166666666666667
CLEVELAND,AL,953,1065,112,0.5277502477700694
CLEVELAND,AR,14,56,42,0.8
CLEVELAND,GA,8465,9558,1093,0.5303223658658381
CLEVELAND,IL,46,57,11,0.5533980582524272
CLEVELAND,MN,413,394,-19,0.4882280049566295
CLEVELAND,MO,436,547,111,0.5564598168870803
CLEVELAND,MS,5799,4924,-875,0.4591998507880257
CLEVELAND,NC,1479,1764,285,0.543940795559667
CLEVELAND,NY,1122,884,-238,0.4406779661016949
CLEVELAND,OH,257586,231097,-26489,0.4728975634511534
CLEVELAND,OK,3616,2642,-974,0.4221796100990732
CLEVELAND,SC,255,515,260,0.6688311688311688
CLEVELAND,TN,39360,38605,-755,0.49515808375553133
CLEVELAND,TX,11810,17418,5608,0.5959354044067333
CLEVELAND,UT,11,26,15,0.7027027027027027
CLEVELAND,VA,224,95,-129,0.29780564263322884
CLEVELAND,WI,605,531,-74,0.46742957746478875
CLEVELAND HEIGHTS,OH,12534,10763,-1771,0.4619908142679315
CLEVELAND HTS,OH,689,627,-62,0.4764437689969605
CLEVER,MO,2060,2219,159,0.5185791072680532
CLEVERDALE,NY,59,37,-22,0.3854166666666667
CLEVES,OH,4597,4757,160,0.5085524909129784
CLEWISTON,FL,5219,5652,433,0.5199153711710054
CLIFFORD,IN,26,0,-26,0
CLIFFORD,MI,206,95,-111,0.31561461794019935
CLIFFORD TOWNSHIP,PA,277,256,-21,0.4803001876172608
CLIFFORD TWP,PA,34,44,10,0.5641025641025641
CLIFFSIDE PARK,NJ,9703,8450,-1253,0.46548779816008373
CLIFFWOOD,NJ,1438,1379,-59,0.4895278665246716
CLIFTON,AZ,829,562,-267,0.40402588066139467
CLIFTON,CO,9280,7314,-1966,0.4407617211040135
CLIFTON,IL,576,562,-14,0.4938488576449912
CLIFTON,KS,23,0,-23,0
CLIFTON,LA,0,17,17,1
CLIFTON,ME,221,225,4,0.5044843049327354
CLIFTON,NJ,25931,23968,-1963,0.480330267139622
CLIFTON,TN,569,690,121,0.5480540111199365
CLIFTON,TX,2537,2886,349,0.5321777613866864
CLIFTON,VA,3565,4128,563,0.5365917067463928
CLIFTON FORGE,VA,2392,2101,-291,0.467616292009793
CLIFTON HEIGHTS,PA,3801,2121,-1680,0.35815602836879434
CLIFTON HTS,PA,358,195,-163,0.352622061482821
CLIFTON PARK,NY,13943,13225,-718,0.4867859246171967
CLIFTON SPGS,NY,49,46,-3,0.4842105263157895
CLIFTON SPRINGS,NY,1946,1923,-23,0.4970276557249935
CLIFTON TOWNSHIP,PA,289,288,-1,0.49913344887348354
CLIMAX,GA,500,484,-16,0.491869918699187
CLIMAX,MI,570,502,-68,0.46828358208955223
CLIMAX,NC,626,759,133,0.548014440433213
CLIMAX SPRGS,MO,28,39,11,0.582089552238806
CLIMAX SPRINGS,MO,491,486,-5,0.49744114636642783
CLINCHCO,VA,166,114,-52,0.40714285714285714
CLINT,TX,1087,1196,109,0.5238720981165134
CLINTON,AR,2637,2921,284,0.5255487585462396
CLINTON,CT,4566,4914,348,0.5183544303797468
CLINTON,IA,14736,12489,-2247,0.458732782369146
CLINTON,IL,4234,3777,-457,0.4714767195106728
CLINTON,IN,4128,3863,-265,0.4834188462019772
CLINTON,KY,1506,1271,-235,0.45768815268275115
CLINTON,LA,1072,1222,150,0.5326939843068875
CLINTON,MA,7139,6171,-968,0.4636363636363636
CLINTON,MD,9851,10988,1137,0.5272805796823264
CLINTON,ME,1363,1282,-81,0.48468809073724006
CLINTON,MI,1724,1313,-411,0.43233454066513005
CLINTON,MN,148,46,-102,0.23711340206185566
CLINTON,MO,8168,7043,-1125,0.46302018276247453
CLINTON,MS,8733,7627,-1106,0.46619804400977993
CLINTON,MT,935,896,-39,0.4893500819224468
CLINTON,NC,6489,6283,-206,0.49193548387096775
CLINTON,NJ,2016,1822,-194,0.4747264200104221
CLINTON,NY,3947,3842,-105,0.4932597252535627
CLINTON,OH,1351,1344,-7,0.4987012987012987
CLINTON,OK,5389,3822,-1567,0.4149386602974704
CLINTON,PA,1274,1261,-13,0.49743589743589745
CLINTON,SC,4868,4539,-329,0.4825130222174976
CLINTON,TN,9040,9256,216,0.5059029296020988
CLINTON,UT,550,518,-32,0.4850187265917603
CLINTON,WA,2892,2898,6,0.5005181347150259
CLINTON,WI,1290,1198,-92,0.4815112540192926
CLINTON CORNERS,NY,819,1007,188,0.5514786418400877
CLINTON TOWNSHIP,MI,42992,37021,-5971,0.46268731331158686
CLINTON TWP,MI,1134,927,-207,0.4497816593886463
CLINTONDALE,NY,385,309,-76,0.4452449567723343
CLINTONVILLE,PA,126,23,-103,0.15436241610738255
CLINTONVILLE,WI,3470,3479,9,0.5006475751906749
CLINTONVILLE,WV,14,0,-14,0
CLINTWOOD,VA,1590,1626,36,0.5055970149253731
CLIO,AL,250,192,-58,0.4343891402714932
CLIO,CA,75,156,81,0.6753246753246753
CLIO,MI,8344,7780,-564,0.4825105432895063
CLIO,SC,170,190,20,0.5277777777777778
CLIPPER MILLS,CA,29,11,-18,0.275
CLITHERALL,MN,339,351,12,0.508695652173913
CLIVE,IA,7044,7428,384,0.5132669983416253
CLOPTON,AL,11,0,-11,0
CLOQUET,MN,7171,6446,-725,0.47337886465447604
CLOSTER,NJ,2177,2502,325,0.5347296430861295
CLOUDCROFT,NM,1333,1330,-3,0.49943672549755913
CLOUDLAND,GA,48,52,4,0.52
CLOVER,SC,13725,16835,3110,0.5508835078534031
CLOVER,VA,104,129,25,0.5536480686695279
CLOVERDALE,CA,3936,3588,-348,0.4768740031897927
CLOVERDALE,IN,2359,2307,-52,0.4944277753964852
CLOVERDALE,OH,194,92,-102,0.32167832167832167
CLOVERDALE,OR,1150,866,-284,0.42956349206349204
CLOVERDALE,VA,391,284,-107,0.42074074074074075
CLOVERPORT,KY,476,433,-43,0.47634763476347636
CLOVIS,CA,45130,46816,1686,0.5091684249450764
CLOVIS,NM,22552,20361,-2191,0.4744716053410388
CLUTE,TX,7950,6378,-1572,0.445142378559464
CLUTIER,IA,24,0,-24,0
CLYDE,KS,42,34,-8,0.4473684210526316
CLYDE,MI,1235,1344,109,0.521132221791392
CLYDE,NC,3685,3976,291,0.518992298655528
CLYDE,NY,1622,1495,-127,0.47962784728906
CLYDE,OH,3698,3352,-346,0.4754609929078014
CLYDE,TX,3271,3294,23,0.5017517136329017
CLYDE PARK,MT,67,70,3,0.5109489051094891
CLYMAN,WI,175,29,-146,0.14215686274509803
CLYMER,NY,831,616,-215,0.4257083621285418
CLYMER,PA,1221,1026,-195,0.45660881174899864
CLYO,GA,269,507,238,0.6533505154639175
CMBRLND FRNCE,TN,26,40,14,0.6060606060606061
CNTRY CLB HLS,IL,127,143,16,0.5296296296296297
COACHELLA,CA,5895,5668,-227,0.49018420825045406
COAHOMA,MS,12,0,-12,0
COAHOMA,TX,202,213,11,0.5132530120481927
COAL CENTER,PA,202,149,-53,0.42450142450142453
COAL CITY,IL,3000,2476,-524,0.45215485756026297
COAL CITY,IN,104,111,7,0.5162790697674419
COAL CITY,WV,111,94,-17,0.4585365853658537
COAL GROVE,OH,661,555,-106,0.4564144736842105
COAL HILL,AR,146,206,60,0.5852272727272727
COAL TOWNSHIP,PA,2197,2309,112,0.51242787394585
COAL VALLEY,IL,1861,2000,139,0.518000518000518
COALDALE,CO,0,13,13,1
COALDALE,PA,1137,1019,-118,0.47263450834879406
COALFIELD,TN,0,12,12,1
COALGATE,OK,1398,1432,34,0.5060070671378092
COALINGA,CA,4407,3850,-557,0.4662710427516047
COALMONT,IN,23,0,-23,0
COALMONT,TN,167,176,9,0.5131195335276968
COALPORT,PA,354,311,-43,0.46766917293233085
COALTON,OH,13,0,-13,0
COALTON,WV,29,29,0,0.5
COALVILLE,UT,1140,1281,141,0.5291201982651796
COARSEGOLD,CA,3907,4170,263,0.5162807973257397
COATESVILLE,IN,1723,1953,230,0.5312840043525572
COATESVILLE,PA,18984,15676,-3308,0.4522792844777842
COATOPA,AL,37,25,-12,0.4032258064516129
COATS,NC,1612,1726,114,0.5170760934691432
COBB,CA,724,538,-186,0.42630744849445323
COBB,GA,86,90,4,0.5113636363636364
COBB,WI,23,12,-11,0.34285714285714286
COBB ISLAND,MD,23,28,5,0.5490196078431373
COBBS CREEK,VA,132,310,178,0.7013574660633484
COBBTOWN,GA,449,475,26,0.5140692640692641
COBDEN,IL,720,716,-4,0.4986072423398329
COBLESKILL,NY,3093,3130,37,0.5029728426803792
COBURN,PA,0,13,13,1
COCHECTON,NY,244,234,-10,0.4895397489539749
COCHISE,AZ,179,250,71,0.5827505827505828
COCHITI LAKE,NM,11,13,2,0.5416666666666666
COCHRAN,GA,4349,3808,-541,0.4668382983940174
COCHRANE,WI,535,527,-8,0.4962335216572505
COCHRANTON,PA,1743,1609,-134,0.48001193317422436
COCHRANVILLE,PA,1242,1341,99,0.519163763066202
COCKEYSVILLE,MD,15383,12272,-3111,0.4437533899837281
COCO RIVER,FL,318,803,485,0.7163247100802854
COCOA,FL,32391,33782,1391,0.5105103289861423
COCOA BEACH,FL,13116,14060,944,0.5173682661171622
COCOLALLA,ID,572,581,9,0.5039028620988725
COCONUT CREEK,FL,28849,28431,-418,0.49635125698324023
COCONUT GROVE,FL,2336,1955,-381,0.4556047541365649
CODELL,KS,18,24,6,0.5714285714285714
CODEN,AL,907,865,-42,0.4881489841986456
CODY,WY,9662,9083,-579,0.4845558815684182
COEBURN,VA,2103,1868,-235,0.47041047595064217
COEUR D ALENE,ID,34857,34363,-494,0.49643166714822307
COEYMANS,NY,23,47,24,0.6714285714285714
COEYMANS HOLLOW,NY,0,11,11,1
COFFEE SPGS,AL,11,13,2,0.5416666666666666
COFFEE SPRINGS,AL,105,141,36,0.573170731707317
COFFEEN,IL,197,93,-104,0.32068965517241377
COFFEEVILLE,AL,0,11,11,1
COFFEEVILLE,MS,1086,887,-199,0.44956918398378104
COFFEY,MO,0,12,12,1
COFFEYVILLE,KS,7396,4753,-2643,0.3912256152769775
COFFMAN COVE,AK,13,24,11,0.6486486486486487
COGAN STATION,PA,1271,1331,60,0.5115295926210607
COGGON,IA,250,280,30,0.5283018867924528
COHASSET,MA,2884,3271,387,0.5314378554021121
COHASSET,MN,1359,1357,-2,0.4996318114874816
COHOAMA,TX,14,0,-14,0
COHOCTON,NY,515,494,-21,0.489593657086224
COHOES,NY,12273,11661,-612,0.48721484081223365
COHUTTA,GA,2232,1853,-379,0.4536107711138311
COILA,MS,12,11,-1,0.4782608695652174
COIN,IA,0,11,11,1
COINJOCK,NC,50,46,-4,0.4791666666666667
COKATO,MN,2022,1788,-234,0.4692913385826772
COKEBURG,PA,72,36,-36,0.3333333333333333
COKEDALE,CO,99,122,23,0.5520361990950227
COKER,AL,836,917,81,0.5231032515687393
COKEVILLE,WY,25,0,-25,0
COLBERT,GA,1958,2175,217,0.5262521171062182
COLBERT,OK,1012,1131,119,0.5277648156789547
COLBERT,WA,3499,3836,337,0.5229720518064076
COLBY,KS,3399,2636,-763,0.4367854183927092
COLBY,WI,1026,934,-92,0.47653061224489796
COLCHESTER,CT,5596,5736,140,0.5061771973173315
COLCHESTER,IL,798,734,-64,0.47911227154047
COLCHESTER,VT,8510,8188,-322,0.4903581267217631
